"fdate","vdate","geounit","soilm"
"2003-06-01","2003-06-01","BRA.SP.09",424.2
"2003-06-01","2003-06-01","BRA.SP.10",445.4
"2003-06-01","2003-06-01","BRA.SP.11",456.5
"2003-06-01","2003-06-01","BRA.SP.12",400.4
"2003-06-01","2003-06-01","BRA.SP.13",412.1
"2003-06-01","2003-06-01","BRA.SP.14",454.2
"2003-06-01","2003-06-01","BRA.SP.15",415.4
"2003-06-01","2003-06-01","BRA.TO.01",401
"2003-06-01","2003-06-01","BRA.TO.02",393.9
"2003-07-01","2003-07-01","BRA.AC.01",493.5
"2003-07-01","2003-07-01","BRA.AC.02",381.4
"2003-07-01","2003-07-01","BRA.AL.01",155.1
"2003-07-01","2003-07-01","BRA.AL.02",267.3
"2003-07-01","2003-07-01","BRA.AL.03",416.3
"2003-07-01","2003-07-01","BRA.AM.01",615.4
"2003-07-01","2003-07-01","BRA.AM.02",566.6
"2003-07-01","2003-07-01","BRA.AM.03",535.6
"2003-07-01","2003-07-01","BRA.AM.04",468.3
"2003-07-01","2003-07-01","BRA.AP.01",598.5
"2003-07-01","2003-07-01","BRA.AP.02",592.9
"2003-07-01","2003-07-01","BRA.BA.01",267.5
"2003-07-01","2003-07-01","BRA.BA.02",177.6
"2003-07-01","2003-07-01","BRA.BA.03",245.3
"2003-07-01","2003-07-01","BRA.BA.04",235.4
"2003-07-01","2003-07-01","BRA.BA.05",500.2
"2003-07-01","2003-07-01","BRA.BA.06",225.6
"2003-07-01","2003-07-01","BRA.BA.07",374.9
"2003-07-01","2003-07-01","BRA.CE.01",336.4
"2003-07-01","2003-07-01","BRA.CE.02",370
"2003-07-01","2003-07-01","BRA.CE.03",459.1
"2003-07-01","2003-07-01","BRA.CE.04",274.9
"2003-07-01","2003-07-01","BRA.CE.05",277.7
"2003-07-01","2003-07-01","BRA.CE.06",263.4
"2003-07-01","2003-07-01","BRA.CE.07",248.1
"2003-07-01","2003-07-01","BRA.DF.01",346.1
"2003-07-01","2003-07-01","BRA.ES.01",215.3
"2003-07-01","2003-07-01","BRA.ES.02",233.3
"2003-07-01","2003-07-01","BRA.ES.03",293.1
"2003-07-01","2003-07-01","BRA.ES.04",320.9
"2003-07-01","2003-07-01","BRA.GO.01",274.2
"2003-07-01","2003-07-01","BRA.GO.02",313.6
"2003-07-01","2003-07-01","BRA.GO.03",308.3
"2003-07-01","2003-07-01","BRA.GO.04",338.6
"2003-07-01","2003-07-01","BRA.GO.05",345.5
"2003-07-01","2003-07-01","BRA.MA.01",490.7
"2003-07-01","2003-07-01","BRA.MA.02",412.4
"2003-07-01","2003-07-01","BRA.MA.03",337.4
"2003-07-01","2003-07-01","BRA.MA.04",352
"2003-07-01","2003-07-01","BRA.MA.05",299.5
"2003-07-01","2003-07-01","BRA.MG.01",327.9
"2003-07-01","2003-07-01","BRA.MG.02",224
"2003-07-01","2003-07-01","BRA.MG.03",235
"2003-07-01","2003-07-01","BRA.MG.04",251.5
"2003-07-01","2003-07-01","BRA.MG.05",365.9
"2003-07-01","2003-07-01","BRA.MG.06",291.8
"2003-07-01","2003-07-01","BRA.MG.07",303.6
"2003-07-01","2003-07-01","BRA.MG.08",254
"2003-07-01","2003-07-01","BRA.MG.09",347.5
"2003-07-01","2003-07-01","BRA.MG.10",387.1
"2003-07-01","2003-07-01","BRA.MG.11",364.6
"2003-07-01","2003-07-01","BRA.MG.12",325.2
"2003-07-01","2003-07-01","BRA.MS.01",297.8
"2003-07-01","2003-07-01","BRA.MS.02",329.9
"2003-07-01","2003-07-01","BRA.MS.03",366.6
"2003-07-01","2003-07-01","BRA.MS.04",423.4
"2003-07-01","2003-07-01","BRA.MT.01",351
"2003-07-01","2003-07-01","BRA.MT.02",281.1
"2003-07-01","2003-07-01","BRA.MT.03",345.6
"2003-07-01","2003-07-01","BRA.MT.04",323.9
"2003-07-01","2003-07-01","BRA.MT.05",361.2
"2003-07-01","2003-07-01","BRA.PA.01",563.5
"2003-07-01","2003-07-01","BRA.PA.02",548.6
"2003-07-01","2003-07-01","BRA.PA.03",548.1
"2003-07-01","2003-07-01","BRA.PA.04",525.9
"2003-07-01","2003-07-01","BRA.PA.05",419.1
"2003-07-01","2003-07-01","BRA.PA.06",359.4
"2003-07-01","2003-07-01","BRA.PB.01",268.9
"2003-07-01","2003-07-01","BRA.PB.02",215.2
"2003-07-01","2003-07-01","BRA.PB.03",323
"2003-07-01","2003-07-01","BRA.PB.04",525.8
"2003-07-01","2003-07-01","BRA.PE.01",178.4
"2003-07-01","2003-07-01","BRA.PE.02",135
"2003-07-01","2003-07-01","BRA.PE.03",260.1
"2003-07-01","2003-07-01","BRA.PE.04",483.8
"2003-07-01","2003-07-01","BRA.PE.05",577.9
"2003-07-01","2003-07-01","BRA.PI.01",392
"2003-07-01","2003-07-01","BRA.PI.02",305.4
"2003-07-01","2003-07-01","BRA.PI.03",222.3
"2003-07-01","2003-07-01","BRA.PI.04",202
"2003-07-01","2003-07-01","BRA.PR.01",409.9
"2003-07-01","2003-07-01","BRA.PR.02",505.2
"2003-07-01","2003-07-01","BRA.PR.03",450
"2003-07-01","2003-07-01","BRA.PR.04",452.6
"2003-07-01","2003-07-01","BRA.PR.05",471.7
"2003-07-01","2003-07-01","BRA.PR.06",492.7
"2003-07-01","2003-07-01","BRA.PR.07",511.8
"2003-07-01","2003-07-01","BRA.PR.08",551.1
"2003-07-01","2003-07-01","BRA.PR.09",512.6
"2003-07-01","2003-07-01","BRA.PR.10",493.3
"2003-07-01","2003-07-01","BRA.RJ.01",305.7
"2003-07-01","2003-07-01","BRA.RJ.02",275.6
"2003-07-01","2003-07-01","BRA.RJ.03",341.1
"2003-07-01","2003-07-01","BRA.RJ.04",419.9
"2003-07-01","2003-07-01","BRA.RJ.05",393.1
"2003-07-01","2003-07-01","BRA.RJ.06",374.1
"2003-07-01","2003-07-01","BRA.RN.01",250.5
"2003-07-01","2003-07-01","BRA.RN.02",222.9
"2003-07-01","2003-07-01","BRA.RN.03",289.5
"2003-07-01","2003-07-01","BRA.RN.04",417.1
"2003-07-01","2003-07-01","BRA.RO.01",398
"2003-07-01","2003-07-01","BRA.RO.02",399
"2003-07-01","2003-07-01","BRA.RR.01",592.4
"2003-07-01","2003-07-01","BRA.RR.02",556.5
"2003-07-01","2003-07-01","BRA.RS.01",554
"2003-07-01","2003-07-01","BRA.RS.02",569.3
"2003-07-01","2003-07-01","BRA.RS.03",596.9
"2003-07-01","2003-07-01","BRA.RS.04",594.7
"2003-07-01","2003-07-01","BRA.RS.05",561.8
"2003-07-01","2003-07-01","BRA.RS.06",598.9
"2003-07-01","2003-07-01","BRA.RS.07",609.6
"2003-07-01","2003-07-01","BRA.SC.01",524
"2003-07-01","2003-07-01","BRA.SC.02",490.1
"2003-07-01","2003-07-01","BRA.SC.03",512
"2003-07-01","2003-07-01","BRA.SC.04",467.9
"2003-07-01","2003-07-01","BRA.SC.05",461.8
"2003-07-01","2003-07-01","BRA.SC.06",484.4
"2003-07-01","2003-07-01","BRA.SE.01",234.5
"2003-07-01","2003-07-01","BRA.SE.02",318.1
"2003-07-01","2003-07-01","BRA.SE.03",409.3
"2003-07-01","2003-07-01","BRA.SP.01",374
"2003-07-01","2003-07-01","BRA.SP.02",394.3
"2003-07-01","2003-07-01","BRA.SP.03",340.4
"2003-07-01","2003-07-01","BRA.SP.04",391
"2003-07-01","2003-07-01","BRA.SP.05",363.9
"2003-07-01","2003-07-01","BRA.SP.06",353.6
"2003-07-01","2003-07-01","BRA.SP.07",370.9
"2003-07-01","2003-07-01","BRA.SP.08",387
"2003-07-01","2003-07-01","BRA.SP.09",389.3
"2003-07-01","2003-07-01","BRA.SP.10",423.2
"2003-07-01","2003-07-01","BRA.SP.11",437.2
"2003-07-01","2003-07-01","BRA.SP.12",365.9
"2003-07-01","2003-07-01","BRA.SP.13",370.4
"2003-07-01","2003-07-01","BRA.SP.14",449.2
"2003-07-01","2003-07-01","BRA.SP.15",376.4
"2003-07-01","2003-07-01","BRA.TO.01",300.8
"2003-07-01","2003-07-01","BRA.TO.02",310.7
"2003-08-01","2003-08-01","BRA.AC.01",437.6
"2003-08-01","2003-08-01","BRA.AC.02",336
"2003-08-01","2003-08-01","BRA.AL.01",147.3
"2003-08-01","2003-08-01","BRA.AL.02",264.7
"2003-08-01","2003-08-01","BRA.AL.03",413.7
"2003-08-01","2003-08-01","BRA.AM.01",592.7
"2003-08-01","2003-08-01","BRA.AM.02",522.4
"2003-08-01","2003-08-01","BRA.AM.03",485.8
"2003-08-01","2003-08-01","BRA.AM.04",414.5
"2003-08-01","2003-08-01","BRA.AP.01",535
"2003-08-01","2003-08-01","BRA.AP.02",549.5
"2003-08-01","2003-08-01","BRA.BA.01",230.6
"2003-08-01","2003-08-01","BRA.BA.02",150.9
"2003-08-01","2003-08-01","BRA.BA.03",243.2
"2003-08-01","2003-08-01","BRA.BA.04",250.3
"2003-08-01","2003-08-01","BRA.BA.05",510
"2003-08-01","2003-08-01","BRA.BA.06",214.2
"2003-08-01","2003-08-01","BRA.BA.07",381.3
"2003-08-01","2003-08-01","BRA.CE.01",255.4
"2003-08-01","2003-08-01","BRA.CE.02",285.2
"2003-08-01","2003-08-01","BRA.CE.03",354.5
"2003-08-01","2003-08-01","BRA.CE.04",210.1
"2003-08-01","2003-08-01","BRA.CE.05",209.5
"2003-08-01","2003-08-01","BRA.CE.06",201.8
"2003-08-01","2003-08-01","BRA.CE.07",193.1
"2003-08-01","2003-08-01","BRA.DF.01",305.9
"2003-08-01","2003-08-01","BRA.ES.01",196.5
"2003-08-01","2003-08-01","BRA.ES.02",230.3
"2003-08-01","2003-08-01","BRA.ES.03",277
"2003-08-01","2003-08-01","BRA.ES.04",310.2
"2003-08-01","2003-08-01","BRA.GO.01",213
"2003-08-01","2003-08-01","BRA.GO.02",254.4
"2003-08-01","2003-08-01","BRA.GO.03",248.9
"2003-08-01","2003-08-01","BRA.GO.04",290.2
"2003-08-01","2003-08-01","BRA.GO.05",293.7
"2003-08-01","2003-08-01","BRA.MA.01",409.6
"2003-08-01","2003-08-01","BRA.MA.02",341.6
"2003-08-01","2003-08-01","BRA.MA.03",283.8
"2003-08-01","2003-08-01","BRA.MA.04",287
"2003-08-01","2003-08-01","BRA.MA.05",253.9
"2003-08-01","2003-08-01","BRA.MG.01",285.5
"2003-08-01","2003-08-01","BRA.MG.02",192.9
"2003-08-01","2003-08-01","BRA.MG.03",209.2
"2003-08-01","2003-08-01","BRA.MG.04",227.3
"2003-08-01","2003-08-01","BRA.MG.05",316.2
"2003-08-01","2003-08-01","BRA.MG.06",262.7
"2003-08-01","2003-08-01","BRA.MG.07",270.3
"2003-08-01","2003-08-01","BRA.MG.08",222.7
"2003-08-01","2003-08-01","BRA.MG.09",306.3
"2003-08-01","2003-08-01","BRA.MG.10",347.7
"2003-08-01","2003-08-01","BRA.MG.11",329.9
"2003-08-01","2003-08-01","BRA.MG.12",307.4
"2003-08-01","2003-08-01","BRA.MS.01",275.4
"2003-08-01","2003-08-01","BRA.MS.02",295.8
"2003-08-01","2003-08-01","BRA.MS.03",334
"2003-08-01","2003-08-01","BRA.MS.04",399.7
"2003-08-01","2003-08-01","BRA.MT.01",286.8
"2003-08-01","2003-08-01","BRA.MT.02",222.8
"2003-08-01","2003-08-01","BRA.MT.03",303.4
"2003-08-01","2003-08-01","BRA.MT.04",274.5
"2003-08-01","2003-08-01","BRA.MT.05",301
"2003-08-01","2003-08-01","BRA.PA.01",510.8
"2003-08-01","2003-08-01","BRA.PA.02",500.2
"2003-08-01","2003-08-01","BRA.PA.03",502.8
"2003-08-01","2003-08-01","BRA.PA.04",461.7
"2003-08-01","2003-08-01","BRA.PA.05",365.6
"2003-08-01","2003-08-01","BRA.PA.06",311.2
"2003-08-01","2003-08-01","BRA.PB.01",211.8
"2003-08-01","2003-08-01","BRA.PB.02",190.6
"2003-08-01","2003-08-01","BRA.PB.03",297.9
"2003-08-01","2003-08-01","BRA.PB.04",486.8
"2003-08-01","2003-08-01","BRA.PE.01",145.7
"2003-08-01","2003-08-01","BRA.PE.02",110.1
"2003-08-01","2003-08-01","BRA.PE.03",249
"2003-08-01","2003-08-01","BRA.PE.04",466.6
"2003-08-01","2003-08-01","BRA.PE.05",550.3
"2003-08-01","2003-08-01","BRA.PI.01",309.5
"2003-08-01","2003-08-01","BRA.PI.02",239.8
"2003-08-01","2003-08-01","BRA.PI.03",181.9
"2003-08-01","2003-08-01","BRA.PI.04",153.6
"2003-08-01","2003-08-01","BRA.PR.01",398.7
"2003-08-01","2003-08-01","BRA.PR.02",487.2
"2003-08-01","2003-08-01","BRA.PR.03",442.9
"2003-08-01","2003-08-01","BRA.PR.04",445.1
"2003-08-01","2003-08-01","BRA.PR.05",462.7
"2003-08-01","2003-08-01","BRA.PR.06",475
"2003-08-01","2003-08-01","BRA.PR.07",491.4
"2003-08-01","2003-08-01","BRA.PR.08",532.2
"2003-08-01","2003-08-01","BRA.PR.09",491.6
"2003-08-01","2003-08-01","BRA.PR.10",483.5
"2003-08-01","2003-08-01","BRA.RJ.01",301.3
"2003-08-01","2003-08-01","BRA.RJ.02",282.6
"2003-08-01","2003-08-01","BRA.RJ.03",341.1
"2003-08-01","2003-08-01","BRA.RJ.04",453.4
"2003-08-01","2003-08-01","BRA.RJ.05",380.2
"2003-08-01","2003-08-01","BRA.RJ.06",377.8
"2003-08-01","2003-08-01","BRA.RN.01",191.2
"2003-08-01","2003-08-01","BRA.RN.02",179
"2003-08-01","2003-08-01","BRA.RN.03",253.7
"2003-08-01","2003-08-01","BRA.RN.04",370.4
"2003-08-01","2003-08-01","BRA.RO.01",355.4
"2003-08-01","2003-08-01","BRA.RO.02",347.2
"2003-08-01","2003-08-01","BRA.RR.01",609
"2003-08-01","2003-08-01","BRA.RR.02",538
"2003-08-01","2003-08-01","BRA.RS.01",537.6
"2003-08-01","2003-08-01","BRA.RS.02",558.5
"2003-08-01","2003-08-01","BRA.RS.03",577.5
"2003-08-01","2003-08-01","BRA.RS.04",583.7
"2003-08-01","2003-08-01","BRA.RS.05",559.6
"2003-08-01","2003-08-01","BRA.RS.06",577.5
"2003-08-01","2003-08-01","BRA.RS.07",594.4
"2003-08-01","2003-08-01","BRA.SC.01",503.9
"2003-08-01","2003-08-01","BRA.SC.02",464.1
"2003-08-01","2003-08-01","BRA.SC.03",485.3
"2003-08-01","2003-08-01","BRA.SC.04",436.7
"2003-08-01","2003-08-01","BRA.SC.05",423.6
"2003-08-01","2003-08-01","BRA.SC.06",456
"2003-08-01","2003-08-01","BRA.SE.01",246.3
"2003-08-01","2003-08-01","BRA.SE.02",348.2
"2003-08-01","2003-08-01","BRA.SE.03",437.5
"2003-08-01","2003-08-01","BRA.SP.01",327.7
"2003-08-01","2003-08-01","BRA.SP.02",344.4
"2003-08-01","2003-08-01","BRA.SP.03",306
"2003-08-01","2003-08-01","BRA.SP.04",359
"2003-08-01","2003-08-01","BRA.SP.05",321.4
"2003-08-01","2003-08-01","BRA.SP.06",317
"2003-08-01","2003-08-01","BRA.SP.07",330.9
"2003-08-01","2003-08-01","BRA.SP.08",361.2
"2003-08-01","2003-08-01","BRA.SP.09",360.7
"2003-08-01","2003-08-01","BRA.SP.10",405.5
"2003-08-01","2003-08-01","BRA.SP.11",418.3
"2003-08-01","2003-08-01","BRA.SP.12",338.4
"2003-08-01","2003-08-01","BRA.SP.13",345.8
"2003-08-01","2003-08-01","BRA.SP.14",440.8
"2003-08-01","2003-08-01","BRA.SP.15",353.5
"2003-08-01","2003-08-01","BRA.TO.01",249.4
"2003-08-01","2003-08-01","BRA.TO.02",261.9
"2003-09-01","2003-09-01","BRA.AC.01",411.2
"2003-09-01","2003-09-01","BRA.AC.02",351.5
"2003-09-01","2003-09-01","BRA.AL.01",132.9
"2003-09-01","2003-09-01","BRA.AL.02",249
"2003-09-01","2003-09-01","BRA.AL.03",403.1
"2003-09-01","2003-09-01","BRA.AM.01",565.5
"2003-09-01","2003-09-01","BRA.AM.02",509.6
"2003-09-01","2003-09-01","BRA.AM.03",457.7
"2003-09-01","2003-09-01","BRA.AM.04",403.6
"2003-09-01","2003-09-01","BRA.AP.01",455.8
"2003-09-01","2003-09-01","BRA.AP.02",486.3
"2003-09-01","2003-09-01","BRA.BA.01",192.5
"2003-09-01","2003-09-01","BRA.BA.02",123
"2003-09-01","2003-09-01","BRA.BA.03",234.3
"2003-09-01","2003-09-01","BRA.BA.04",235.8
"2003-09-01","2003-09-01","BRA.BA.05",504.6
"2003-09-01","2003-09-01","BRA.BA.06",196.9
"2003-09-01","2003-09-01","BRA.BA.07",371.3
"2003-09-01","2003-09-01","BRA.CE.01",192.3
"2003-09-01","2003-09-01","BRA.CE.02",215.6
"2003-09-01","2003-09-01","BRA.CE.03",269.4
"2003-09-01","2003-09-01","BRA.CE.04",157.8
"2003-09-01","2003-09-01","BRA.CE.05",156.6
"2003-09-01","2003-09-01","BRA.CE.06",151.8
"2003-09-01","2003-09-01","BRA.CE.07",146.8
"2003-09-01","2003-09-01","BRA.DF.01",270
"2003-09-01","2003-09-01","BRA.ES.01",178.4
"2003-09-01","2003-09-01","BRA.ES.02",215.8
"2003-09-01","2003-09-01","BRA.ES.03",253.8
"2003-09-01","2003-09-01","BRA.ES.04",304.3
"2003-09-01","2003-09-01","BRA.GO.01",171.2
"2003-09-01","2003-09-01","BRA.GO.02",210.9
"2003-09-01","2003-09-01","BRA.GO.03",210.7
"2003-09-01","2003-09-01","BRA.GO.04",248.3
"2003-09-01","2003-09-01","BRA.GO.05",257.7
"2003-09-01","2003-09-01","BRA.MA.01",332.1
"2003-09-01","2003-09-01","BRA.MA.02",270.7
"2003-09-01","2003-09-01","BRA.MA.03",230.4
"2003-09-01","2003-09-01","BRA.MA.04",221.2
"2003-09-01","2003-09-01","BRA.MA.05",207.6
"2003-09-01","2003-09-01","BRA.MG.01",241.8
"2003-09-01","2003-09-01","BRA.MG.02",163.7
"2003-09-01","2003-09-01","BRA.MG.03",186.4
"2003-09-01","2003-09-01","BRA.MG.04",204.3
"2003-09-01","2003-09-01","BRA.MG.05",283.9
"2003-09-01","2003-09-01","BRA.MG.06",233.5
"2003-09-01","2003-09-01","BRA.MG.07",240.3
"2003-09-01","2003-09-01","BRA.MG.08",197.6
"2003-09-01","2003-09-01","BRA.MG.09",277.9
"2003-09-01","2003-09-01","BRA.MG.10",312.8
"2003-09-01","2003-09-01","BRA.MG.11",301.6
"2003-09-01","2003-09-01","BRA.MG.12",303.1
"2003-09-01","2003-09-01","BRA.MS.01",269.9
"2003-09-01","2003-09-01","BRA.MS.02",283.4
"2003-09-01","2003-09-01","BRA.MS.03",310.7
"2003-09-01","2003-09-01","BRA.MS.04",410.7
"2003-09-01","2003-09-01","BRA.MT.01",269.2
"2003-09-01","2003-09-01","BRA.MT.02",189.2
"2003-09-01","2003-09-01","BRA.MT.03",289.6
"2003-09-01","2003-09-01","BRA.MT.04",256.1
"2003-09-01","2003-09-01","BRA.MT.05",273.9
"2003-09-01","2003-09-01","BRA.PA.01",463.5
"2003-09-01","2003-09-01","BRA.PA.02",432.9
"2003-09-01","2003-09-01","BRA.PA.03",469.7
"2003-09-01","2003-09-01","BRA.PA.04",400
"2003-09-01","2003-09-01","BRA.PA.05",349.2
"2003-09-01","2003-09-01","BRA.PA.06",288.1
"2003-09-01","2003-09-01","BRA.PB.01",166.1
"2003-09-01","2003-09-01","BRA.PB.02",163.1
"2003-09-01","2003-09-01","BRA.PB.03",257.3
"2003-09-01","2003-09-01","BRA.PB.04",423.1
"2003-09-01","2003-09-01","BRA.PE.01",117.8
"2003-09-01","2003-09-01","BRA.PE.02",87.6
"2003-09-01","2003-09-01","BRA.PE.03",234.7
"2003-09-01","2003-09-01","BRA.PE.04",436.1
"2003-09-01","2003-09-01","BRA.PE.05",503.3
"2003-09-01","2003-09-01","BRA.PI.01",241.7
"2003-09-01","2003-09-01","BRA.PI.02",184
"2003-09-01","2003-09-01","BRA.PI.03",146.3
"2003-09-01","2003-09-01","BRA.PI.04",114.7
"2003-09-01","2003-09-01","BRA.PR.01",395.3
"2003-09-01","2003-09-01","BRA.PR.02",479.9
"2003-09-01","2003-09-01","BRA.PR.03",437.7
"2003-09-01","2003-09-01","BRA.PR.04",426.2
"2003-09-01","2003-09-01","BRA.PR.05",451
"2003-09-01","2003-09-01","BRA.PR.06",471.1
"2003-09-01","2003-09-01","BRA.PR.07",488.5
"2003-09-01","2003-09-01","BRA.PR.08",514
"2003-09-01","2003-09-01","BRA.PR.09",471.2
"2003-09-01","2003-09-01","BRA.PR.10",484.4
"2003-09-01","2003-09-01","BRA.RJ.01",318.5
"2003-09-01","2003-09-01","BRA.RJ.02",293
"2003-09-01","2003-09-01","BRA.RJ.03",349.4
"2003-09-01","2003-09-01","BRA.RJ.04",474.5
"2003-09-01","2003-09-01","BRA.RJ.05",378
"2003-09-01","2003-09-01","BRA.RJ.06",392.5
"2003-09-01","2003-09-01","BRA.RN.01",145.2
"2003-09-01","2003-09-01","BRA.RN.02",137.9
"2003-09-01","2003-09-01","BRA.RN.03",202.3
"2003-09-01","2003-09-01","BRA.RN.04",303.5
"2003-09-01","2003-09-01","BRA.RO.01",347.4
"2003-09-01","2003-09-01","BRA.RO.02",341.3
"2003-09-01","2003-09-01","BRA.RR.01",579.9
"2003-09-01","2003-09-01","BRA.RR.02",512.5
"2003-09-01","2003-09-01","BRA.RS.01",508.2
"2003-09-01","2003-09-01","BRA.RS.02",525.6
"2003-09-01","2003-09-01","BRA.RS.03",542.7
"2003-09-01","2003-09-01","BRA.RS.04",545
"2003-09-01","2003-09-01","BRA.RS.05",529.8
"2003-09-01","2003-09-01","BRA.RS.06",552.6
"2003-09-01","2003-09-01","BRA.RS.07",584.3
"2003-09-01","2003-09-01","BRA.SC.01",482.9
"2003-09-01","2003-09-01","BRA.SC.02",449.4
"2003-09-01","2003-09-01","BRA.SC.03",461.8
"2003-09-01","2003-09-01","BRA.SC.04",424.4
"2003-09-01","2003-09-01","BRA.SC.05",417.6
"2003-09-01","2003-09-01","BRA.SC.06",444.5
"2003-09-01","2003-09-01","BRA.SE.01",226.3
"2003-09-01","2003-09-01","BRA.SE.02",324.4
"2003-09-01","2003-09-01","BRA.SE.03",409.7
"2003-09-01","2003-09-01","BRA.SP.01",280.9
"2003-09-01","2003-09-01","BRA.SP.02",303.8
"2003-09-01","2003-09-01","BRA.SP.03",268.6
"2003-09-01","2003-09-01","BRA.SP.04",324.9
"2003-09-01","2003-09-01","BRA.SP.05",279.8
"2003-09-01","2003-09-01","BRA.SP.06",278.2
"2003-09-01","2003-09-01","BRA.SP.07",293.2
"2003-09-01","2003-09-01","BRA.SP.08",345
"2003-09-01","2003-09-01","BRA.SP.09",335.5
"2003-09-01","2003-09-01","BRA.SP.10",385.8
"2003-09-01","2003-09-01","BRA.SP.11",397.7
"2003-09-01","2003-09-01","BRA.SP.12",314.5
"2003-09-01","2003-09-01","BRA.SP.13",325.8
"2003-09-01","2003-09-01","BRA.SP.14",425.3
"2003-09-01","2003-09-01","BRA.SP.15",336.7
"2003-09-01","2003-09-01","BRA.TO.01",214.7
"2003-09-01","2003-09-01","BRA.TO.02",220.1
"2003-10-01","2003-10-01","BRA.AC.01",423.9
"2003-10-01","2003-10-01","BRA.AC.02",405.8
"2003-10-01","2003-10-01","BRA.AL.01",121
"2003-10-01","2003-10-01","BRA.AL.02",232.6
"2003-10-01","2003-10-01","BRA.AL.03",376.1
"2003-10-01","2003-10-01","BRA.AM.01",539.3
"2003-10-01","2003-10-01","BRA.AM.02",513.5
"2003-10-01","2003-10-01","BRA.AM.03",435.6
"2003-10-01","2003-10-01","BRA.AM.04",432.7
"2003-10-01","2003-10-01","BRA.AP.01",393.5
"2003-10-01","2003-10-01","BRA.AP.02",422
"2003-10-01","2003-10-01","BRA.BA.01",175.2
"2003-10-01","2003-10-01","BRA.BA.02",98.8
"2003-10-01","2003-10-01","BRA.BA.03",199.6
"2003-10-01","2003-10-01","BRA.BA.04",206.4
"2003-10-01","2003-10-01","BRA.BA.05",466.4
"2003-10-01","2003-10-01","BRA.BA.06",171.1
"2003-10-01","2003-10-01","BRA.BA.07",355.9
"2003-10-01","2003-10-01","BRA.CE.01",145.6
"2003-10-01","2003-10-01","BRA.CE.02",162.6
"2003-10-01","2003-10-01","BRA.CE.03",203.5
"2003-10-01","2003-10-01","BRA.CE.04",117.5
"2003-10-01","2003-10-01","BRA.CE.05",117
"2003-10-01","2003-10-01","BRA.CE.06",115.4
"2003-10-01","2003-10-01","BRA.CE.07",111.2
"2003-10-01","2003-10-01","BRA.DF.01",271.6
"2003-10-01","2003-10-01","BRA.ES.01",178.5
"2003-10-01","2003-10-01","BRA.ES.02",220.9
"2003-10-01","2003-10-01","BRA.ES.03",249.7
"2003-10-01","2003-10-01","BRA.ES.04",308.2
"2003-10-01","2003-10-01","BRA.GO.01",179.3
"2003-10-01","2003-10-01","BRA.GO.02",212.3
"2003-10-01","2003-10-01","BRA.GO.03",211.9
"2003-10-01","2003-10-01","BRA.GO.04",235.7
"2003-10-01","2003-10-01","BRA.GO.05",265.5
"2003-10-01","2003-10-01","BRA.MA.01",258.4
"2003-10-01","2003-10-01","BRA.MA.02",217.3
"2003-10-01","2003-10-01","BRA.MA.03",188.7
"2003-10-01","2003-10-01","BRA.MA.04",173
"2003-10-01","2003-10-01","BRA.MA.05",194.3
"2003-10-01","2003-10-01","BRA.MG.01",217.5
"2003-10-01","2003-10-01","BRA.MG.02",147.1
"2003-10-01","2003-10-01","BRA.MG.03",170.7
"2003-10-01","2003-10-01","BRA.MG.04",186.4
"2003-10-01","2003-10-01","BRA.MG.05",271.4
"2003-10-01","2003-10-01","BRA.MG.06",213.7
"2003-10-01","2003-10-01","BRA.MG.07",226.6
"2003-10-01","2003-10-01","BRA.MG.08",201.2
"2003-10-01","2003-10-01","BRA.MG.09",268.9
"2003-10-01","2003-10-01","BRA.MG.10",319
"2003-10-01","2003-10-01","BRA.MG.11",301.7
"2003-10-01","2003-10-01","BRA.MG.12",311.1
"2003-10-01","2003-10-01","BRA.MS.01",307.8
"2003-10-01","2003-10-01","BRA.MS.02",322.6
"2003-10-01","2003-10-01","BRA.MS.03",325.4
"2003-10-01","2003-10-01","BRA.MS.04",437.9
"2003-10-01","2003-10-01","BRA.MT.01",329.2
"2003-10-01","2003-10-01","BRA.MT.02",225.3
"2003-10-01","2003-10-01","BRA.MT.03",309.7
"2003-10-01","2003-10-01","BRA.MT.04",274.8
"2003-10-01","2003-10-01","BRA.MT.05",293
"2003-10-01","2003-10-01","BRA.PA.01",419.6
"2003-10-01","2003-10-01","BRA.PA.02",361.9
"2003-10-01","2003-10-01","BRA.PA.03",419.9
"2003-10-01","2003-10-01","BRA.PA.04",340.8
"2003-10-01","2003-10-01","BRA.PA.05",375.6
"2003-10-01","2003-10-01","BRA.PA.06",297.9
"2003-10-01","2003-10-01","BRA.PB.01",128.2
"2003-10-01","2003-10-01","BRA.PB.02",135.3
"2003-10-01","2003-10-01","BRA.PB.03",210.5
"2003-10-01","2003-10-01","BRA.PB.04",352.9
"2003-10-01","2003-10-01","BRA.PE.01",96.6
"2003-10-01","2003-10-01","BRA.PE.02",71.4
"2003-10-01","2003-10-01","BRA.PE.03",211.3
"2003-10-01","2003-10-01","BRA.PE.04",388.3
"2003-10-01","2003-10-01","BRA.PE.05",438.2
"2003-10-01","2003-10-01","BRA.PI.01",195.1
"2003-10-01","2003-10-01","BRA.PI.02",140.3
"2003-10-01","2003-10-01","BRA.PI.03",124
"2003-10-01","2003-10-01","BRA.PI.04",85.1
"2003-10-01","2003-10-01","BRA.PR.01",397.7
"2003-10-01","2003-10-01","BRA.PR.02",488.8
